flock_id,pen_id,day,breed,phase,season,health_status,flock_size,temperature_c,humidity_pct,feed_intake_g,water_intake_ml,cumulative_feed_g,body_weight_g,fcr,problem_type,mortality_risk
11,Pen_D,4,Ross 308,Starter,Dry/Harmattan,Healthy,536,30.5,52.0,11.41,24.83,58.05,415.71,1.2,None,0
11,Pen_D,5,Ross 308,Starter,Dry/Harmattan,Mild Stress,536,25.8,59.5,11.56,23.83,69.62,431.09,1.2,None,1
11,Pen_D,6,Ross 308,Starter,Dry/Harmattan,Post-Vaccination,536,24.2,58.0,14.51,23.55,84.12,469.68,1.2,None,0
11,Pen_D,7,Ross 308,Starter,Dry/Harmattan,Healthy,536,27.3,62.1,10.01,24.14,94.13,545.37,1.2,None,0
11,Pen_D,8,Ross 308,Starter,Dry/Harmattan,Recovering,536,27.4,48.8,26.33,46.52,120.47,545.37,1.2,None,0
11,Pen_D,9,Ross 308,Starter,Dry/Harmattan,Recovering,536,28.0,53.8,12.6,35.46,133.07,545.37,2.135,Disease symptoms,1
11,Pen_D,10,Ross 308,Starter,Dry/Harmattan,Healthy,536,27.9,61.7,33.21,72.14,166.28,695.37,1.2,None,0
11,Pen_D,11,Ross 308,Starter,Dry/Harmattan,Healthy,536,27.5,47.4,33.25,70.57,199.53,764.01,1.2,None,0
11,Pen_D,12,Ross 308,Starter,Dry/Harmattan,Recovering,536,29.8,65.9,12.33,31.7,211.85,764.01,1.2,High deaths,1
11,Pen_D,13,Ross 308,Starter,Dry/Harmattan,Healthy,536,27.6,58.7,31.64,68.39,243.49,844.64,1.2,None,0
11,Pen_D,14,Ross 308,Starter,Dry/Harmattan,Healthy,536,30.6,49.8,34.22,79.5,277.72,928.07,1.2,None,0
11,Pen_D,15,Ross 308,Grower,Dry/Harmattan,Mild Stress,536,27.4,60.2,55.76,125.04,333.47,928.07,1.2,None,0
11,Pen_D,16,Ross 308,Grower,Dry/Harmattan,Mild Stress,536,34.6,88.4,47.39,115.62,380.86,928.07,1.2,Poor ventilation,0
11,Pen_D,17,Ross 308,Grower,Dry/Harmattan,Healthy,536,28.5,52.8,62.09,127.44,442.95,1123.77,1.2,None,0
11,Pen_D,18,Ross 308,Grower,Dry/Harmattan,Healthy,536,27.8,50.7,64.19,149.27,507.14,1187.83,1.2,None,0
11,Pen_D,19,Ross 308,Grower,Dry/Harmattan,Mild Stress,536,27.4,59.4,58.12,124.5,565.26,1187.83,1.2,None,0
11,Pen_D,20,Ross 308,Grower,Dry/Harmattan,Healthy,536,28.8,50.5,67.11,148.49,632.37,1367.67,1.2,None,0
11,Pen_D,21,Ross 308,Grower,Dry/Harmattan,Recovering,536,27.5,56.0,26.39,58.67,658.76,1367.67,2.083,Disease symptoms,1
11,Pen_D,22,Ross 308,Grower,Dry/Harmattan,Healthy,536,29.8,48.2,92.7,214.7,751.46,1467.61,1.2,None,0
11,Pen_D,23,Ross 308,Grower,Dry/Harmattan,Healthy,536,30.5,61.6,91.8,212.23,843.27,1589.0,1.2,None,0
11,Pen_D,24,Ross 308,Grower,Dry/Harmattan,Healthy,536,27.5,54.7,93.61,206.73,936.87,1627.7,1.2,None,0
11,Pen_D,25,Ross 308,Grower,Dry/Harmattan,Mild Stress,536,36.5,92.5,67.65,178.6,1004.53,1627.7,1.2,Dirty/wet litter,0
11,Pen_D,26,Ross 308,Grower,Dry/Harmattan,Healthy,536,30.2,54.9,97.61,215.57,1102.14,1779.09,1.2,None,0
11,Pen_D,27,Ross 308,Grower,Dry/Harmattan,Healthy,536,29.6,48.3,92.28,216.72,1194.42,1938.99,1.2,None,0
11,Pen_D,28,Ross 308,Grower,Dry/Harmattan,Healthy,536,30.2,59.0,91.57,211.15,1285.99,1938.99,1.2,None,0
11,Pen_D,29,Ross 308,Finisher,Dry/Harmattan,Mild Stress,536,34.1,93.5,82.51,217.17,1368.5,1938.99,1.2,Dirty/wet litter,0
11,Pen_D,30,Ross 308,Finisher,Dry/Harmattan,Healthy,536,27.0,58.1,117.98,251.8,1486.48,2034.51,1.2,None,0
11,Pen_D,31,Ross 308,Finisher,Dry/Harmattan,Mild Stress,536,26.1,59.7,68.53,141.55,1555.01,2034.51,1.775,Low appetite,1
11,Pen_D,32,Ross 308,Finisher,Dry/Harmattan,Mild Stress,536,29.5,51.8,105.75,236.87,1660.77,2034.51,1.2,None,1
11,Pen_D,33,Ross 308,Finisher,Dry/Harmattan,Healthy,536,29.5,51.2,116.62,262.77,1777.39,2230.6,1.2,None,0
11,Pen_D,34,Ross 308,Finisher,Dry/Harmattan,Healthy,536,28.3,61.3,115.85,257.43,1893.24,2242.66,1.2,None,0
11,Pen_D,35,Ross 308,Finisher,Dry/Harmattan,Healthy,536,28.7,48.1,117.95,275.38,2011.19,2242.66,1.2,None,0
11,Pen_D,36,Ross 308,Finisher,Dry/Harmattan,Mild Stress,536,31.1,53.3,124.75,292.52,2135.93,2242.66,1.2,None,0
11,Pen_D,37,Ross 308,Finisher,Dry/Harmattan,Healthy,536,27.5,51.6,139.98,300.92,2275.92,2248.47,1.2,None,0
11,Pen_D,38,Ross 308,Finisher,Dry/Harmattan,Healthy,536,31.5,53.3,138.7,332.82,2414.62,2318.16,1.2,None,0
11,Pen_D,39,Ross 308,Finisher,Dry/Harmattan,Healthy,536,27.2,55.8,141.78,302.09,2556.4,2318.16,1.2,None,0
11,Pen_D,40,Ross 308,Finisher,Dry/Harmattan,Healthy,536,40.5,59.4,112.49,327.79,2668.89,2338.01,1.2,Heat stress,1
11,Pen_D,41,Ross 308,Finisher,Dry/Harmattan,Healthy,536,31.0,47.0,142.09,329.12,2810.98,2424.85,1.221,None,0
11,Pen_D,42,Ross 308,Finisher,Dry/Harmattan,Healthy,536,30.7,55.1,139.49,324.43,2950.47,2433.78,1.218,None,0
12,Pen_E,1,Ross 308,Starter,Dry/Harmattan,Post-Vaccination,685,36.0,53.5,9.74,21.0,9.74,283.93,1.2,None,0
12,Pen_E,2,Ross 308,Starter,Dry/Harmattan,Healthy,685,37.5,61.0,9.8,20.07,19.54,341.78,1.2,None,1
12,Pen_E,3,Ross 308,Starter,Dry/Harmattan,Healthy,685,38.0,55.1,10.78,36.54,30.32,385.21,1.2,None,0
12,Pen_E,4,Ross 308,Starter,Dry/Harmattan,Healthy,685,40.3,61.6,9.87,34.53,40.19,402.25,1.2,None,0
12,Pen_E,5,Ross 308,Starter,Dry/Harmattan,Post-Vaccination,685,38.7,50.7,7.61,20.0,47.8,408.7,1.2,Vaccination stress,1
12,Pen_E,6,Ross 308,Starter,Dry/Harmattan,Recovering,685,36.9,57.2,7.67,20.0,55.47,418.67,1.2,None,1
12,Pen_E,7,Ross 308,Starter,Dry/Harmattan,Healthy,685,40.1,58.1,10.03,29.78,65.5,536.03,1.2,None,0
12,Pen_E,8,Ross 308,Starter,Dry/Harmattan,Healthy,685,33.5,56.8,35.33,91.98,100.82,553.99,1.2,None,0
12,Pen_E,9,Ross 308,Starter,Dry/Harmattan,Mild Stress,685,37.4,58.1,20.32,54.56,121.14,553.99,2.017,Very poor weight gain,0
12,Pen_E,10,Ross 308,Starter,Dry/Harmattan,Healthy,685,37.0,52.6,30.24,69.08,151.38,678.96,1.2,None,1
12,Pen_E,11,Ross 308,Starter,Dry/Harmattan,Healthy,685,36.0,59.8,30.81,77.06,182.19,712.39,1.2,None,0
12,Pen_E,12,Ross 308,Starter,Dry/Harmattan,Healthy,685,39.1,56.3,24.11,74.26,206.29,779.01,1.2,None,1
12,Pen_E,13,Ross 308,Starter,Dry/Harmattan,Mild Stress,685,37.5,83.5,22.3,65.29,228.59,779.01,1.2,Dirty/wet litter,1
12,Pen_E,14,Ross 308,Starter,Dry/Harmattan,Mild Stress,685,37.3,92.8,21.94,59.83,250.53,804.25,1.2,Dirty/wet litter,0
12,Pen_E,15,Ross 308,Grower,Dry/Harmattan,Recovering,685,38.7,52.3,19.14,47.6,269.67,804.25,1.833,Disease symptoms,0
12,Pen_E,16,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,37.9,89.0,38.33,108.89,308.0,925.88,1.2,Poor ventilation,0
12,Pen_E,17,Ross 308,Grower,Dry/Harmattan,Healthy,685,38.3,52.6,51.09,143.6,359.09,1088.36,1.2,None,0
12,Pen_E,18,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,38.2,51.6,41.07,115.45,400.17,1127.6,1.2,None,1
12,Pen_E,19,Ross 308,Grower,Dry/Harmattan,Healthy,685,37.9,60.6,47.96,133.46,448.13,1283.16,1.2,None,0
12,Pen_E,20,Ross 308,Grower,Dry/Harmattan,Recovering,685,38.2,87.0,21.26,60.59,469.38,1283.16,1.871,Mouldy feed,1
12,Pen_E,21,Ross 308,Grower,Dry/Harmattan,Healthy,685,37.2,56.3,50.42,141.68,519.8,1407.42,1.2,None,0
12,Pen_E,22,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,36.2,39.1,72.23,182.41,592.03,1415.9,1.2,None,0
12,Pen_E,23,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,38.8,67.0,32.05,85.5,624.08,1415.9,2.208,Low appetite,1
12,Pen_E,24,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,38.6,54.7,35.5,95.27,659.59,1415.9,1.566,Low appetite,1
12,Pen_E,25,Ross 308,Grower,Dry/Harmattan,Healthy,685,38.9,45.4,71.09,206.02,730.68,1690.04,1.2,None,0
12,Pen_E,26,Ross 308,Grower,Dry/Harmattan,Mild Stress,685,38.0,46.3,45.46,124.33,776.14,1690.04,1.579,Very poor weight gain,0
12,Pen_E,27,Ross 308,Grower,Dry/Harmattan,Healthy,685,37.5,54.2,72.03,201.45,848.16,1812.94,1.2,None,0
12,Pen_E,28,Ross 308,Grower,Dry/Harmattan,Recovering,685,36.2,58.0,61.98,172.2,910.14,1812.94,1.2,None,0
12,Pen_E,29,Ross 308,Finisher,Dry/Harmattan,Mild Stress,685,34.7,66.8,69.75,178.38,979.89,1812.94,2.295,Very poor weight gain,1
12,Pen_E,30,Ross 308,Finisher,Dry/Harmattan,Healthy,685,38.6,51.0,88.63,260.27,1068.53,2007.56,1.2,None,0
12,Pen_E,31,Ross 308,Finisher,Dry/Harmattan,Recovering,685,35.8,88.8,35.05,99.54,1103.58,2007.56,1.971,Mouldy feed,1
12,Pen_E,32,Ross 308,Finisher,Dry/Harmattan,Healthy,685,39.2,64.0,87.91,249.08,1191.49,2045.62,1.2,Heat stress,1
12,Pen_E,33,Ross 308,Finisher,Dry/Harmattan,Mild Stress,685,37.5,85.4,78.26,218.27,1269.74,2045.62,1.2,Dirty/wet litter,1
12,Pen_E,34,Ross 308,Finisher,Dry/Harmattan,Healthy,685,36.6,48.9,102.32,270.89,1372.06,2140.14,1.2,None,0
12,Pen_E,35,Ross 308,Finisher,Dry/Harmattan,Healthy,685,37.2,56.9,88.64,246.63,1460.7,2202.01,1.2,None,0
12,Pen_E,36,Ross 308,Finisher,Dry/Harmattan,Healthy,685,38.2,50.9,112.26,317.81,1572.96,2202.01,1.2,None,0
12,Pen_E,37,Ross 308,Finisher,Dry/Harmattan,Healthy,685,38.4,60.0,112.92,324.01,1685.88,2304.77,1.2,None,1
12,Pen_E,38,Ross 308,Finisher,Dry/Harmattan,Healthy,685,37.1,56.2,108.59,295.05,1794.47,2304.77,1.2,None,0
12,Pen_E,39,Ross 308,Finisher,Dry/Harmattan,Healthy,685,39.3,57.4,109.6,306.03,1904.07,2436.5,1.2,None,0
12,Pen_E,40,Ross 308,Finisher,Dry/Harmattan,Healthy,685,37.9,51.4,107.08,295.26,2011.15,2439.44,1.2,None,0
12,Pen_E,41,Ross 308,Finisher,Dry/Harmattan,Healthy,685,40.1,56.8,110.25,325.73,2121.4,2439.44,1.2,None,0
12,Pen_E,42,Ross 308,Finisher,Dry/Harmattan,Post-Vaccination,685,37.3,49.9,94.76,263.8,2216.15,2439.44,1.2,None,1
13,Pen_F,1,Cobb 500,Starter,Early Rainy,Healthy,577,35.3,79.6,9.32,20.0,9.32,304.08,1.2,None,0
13,Pen_F,2,Cobb 500,Starter,Early Rainy,Healthy,577,36.1,81.5,13.96,45.4,23.27,351.8,1.2,None,0
13,Pen_F,3,Cobb 500,Starter,Early Rainy,Healthy,577,31.7,86.9,18.79,39.34,42.07,392.02,1.2,Very high humidity,0
13,Pen_F,4,Cobb 500,Starter,Early Rainy,Post-Vaccination,577,33.5,88.9,9.07,20.0,51.14,392.02,1.2,Vaccination stress,1
13,Pen_F,5,Cobb 500,Starter,Early Rainy,Recovering,577,34.6,82.4,6.99,20.0,58.13,392.02,1.977,Disease symptoms,0
13,Pen_F,6,Cobb 500,Starter,Early Rainy,Recovering,577,29.9,90.2,10.59,23.24,68.73,448.89,1.2,None,0
13,Pen_F,7,Cobb 500,Starter,Early Rainy,Healthy,577,30.3,85.2,17.61,47.09,86.33,567.89,1.2,None,0
13,Pen_F,8,Cobb 500,Starter,Early Rainy,Post-Vaccination,577,34.1,82.7,26.91,68.72,113.24,567.89,1.2,None,0
13,Pen_F,9,Cobb 500,Starter,Early Rainy,Healthy,577,34.4,90.3,31.37,76.41,144.61,608.72,1.2,None,0
13,Pen_F,10,Cobb 500,Starter,Early Rainy,Healthy,577,29.9,79.9,36.52,85.28,181.13,716.09,1.2,None,0
13,Pen_F,11,Cobb 500,Starter,Early Rainy,Mild Stress,577,32.4,80.1,17.15,40.85,198.28,716.09,1.783,Low appetite,0
13,Pen_F,12,Cobb 500,Starter,Early Rainy,Healthy,577,34.3,83.3,32.92,81.65,231.2,787.58,1.2,None,0
13,Pen_F,13,Cobb 500,Starter,Early Rainy,Healthy,577,31.0,79.9,35.54,80.52,266.74,857.41,1.2,None,0
13,Pen_F,14,Cobb 500,Starter,Early Rainy,Healthy,577,34.6,85.0,28.68,83.68,295.42,983.58,1.2,None,0
13,Pen_F,15,Cobb 500,Grower,Early Rainy,Healthy,577,33.0,77.4,66.99,160.94,362.41,995.12,1.2,None,0
13,Pen_F,16,Cobb 500,Grower,Early Rainy,Mild Stress,577,35.9,79.4,49.91,125.05,412.31,995.12,1.2,None,0
13,Pen_F,17,Cobb 500,Grower,Early Rainy,Healthy,577,34.9,83.7,60.85,164.92,473.17,1164.49,1.2,None,0
13,Pen_F,18,Cobb 500,Grower,Early Rainy,Mild Stress,577,33.0,71.2,60.17,147.29,533.34,1164.49,1.2,None,0
13,Pen_F,19,Cobb 500,Grower,Early Rainy,Healthy,577,34.5,79.3,58.54,152.59,591.88,1275.62,1.2,None,0
13,Pen_F,20,Cobb 500,Grower,Early Rainy,Healthy,577,33.2,78.7,63.06,155.97,654.94,1416.82,1.2,None,0
13,Pen_F,21,Cobb 500,Grower,Early Rainy,Healthy,577,33.6,85.0,65.56,171.85,720.5,1424.17,1.2,None,0
13,Pen_F,22,Cobb 500,Grower,Early Rainy,Healthy,577,34.0,81.4,95.67,241.1,816.17,1532.2,1.2,None,0
13,Pen_F,23,Cobb 500,Grower,Early Rainy,Mild Stress,577,35.0,94.4,74.25,184.22,890.42,1532.2,1.2,Dirty/wet litter,1
13,Pen_F,24,Cobb 500,Grower,Early Rainy,Healthy,577,31.3,80.0,97.29,231.41,987.71,1587.54,1.2,None,0
13,Pen_F,25,Cobb 500,Grower,Early Rainy,Mild Stress,577,32.3,79.2,85.3,209.2,1073.01,1627.75,1.2,None,0
13,Pen_F,26,Cobb 500,Grower,Early Rainy,Healthy,577,30.0,85.5,94.88,215.73,1167.88,1836.68,1.2,None,0
13,Pen_F,27,Cobb 500,Grower,Early Rainy,Healthy,577,34.5,97.3,81.1,196.31,1248.98,1875.7,1.2,Very high humidity,1
13,Pen_F,28,Cobb 500,Grower,Early Rainy,Post-Vaccination,577,30.3,77.9,55.21,125.34,1304.19,1875.7,1.2,Vaccination stress,0
13,Pen_F,29,Cobb 500,Finisher,Early Rainy,Healthy,577,36.6,84.1,106.39,287.25,1410.58,2084.58,1.2,None,0
13,Pen_F,30,Cobb 500,Finisher,Early Rainy,Healthy,577,31.9,84.1,121.27,286.64,1531.85,2084.58,1.2,None,0
13,Pen_F,31,Cobb 500,Finisher,Early Rainy,Healthy,577,32.7,75.4,126.62,309.43,1658.46,2145.57,1.2,None,0
13,Pen_F,32,Cobb 500,Finisher,Early Rainy,Healthy,577,31.9,88.3,119.69,295.25,1778.15,2317.63,1.2,None,0
13,Pen_F,33,Cobb 500,Finisher,Early Rainy,Mild Stress,577,32.9,75.8,111.38,278.05,1889.53,2317.63,1.2,None,0
13,Pen_F,34,Cobb 500,Finisher,Early Rainy,Mild Stress,577,33.5,83.3,106.94,261.08,1996.47,2317.63,1.2,None,0
13,Pen_F,35,Cobb 500,Finisher,Early Rainy,Healthy,577,32.4,76.3,119.67,294.11,2116.13,2317.63,1.2,None,0
13,Pen_F,36,Cobb 500,Finisher,Early Rainy,Healthy,577,32.1,82.3,148.81,364.27,2264.95,2325.64,1.2,None,0
13,Pen_F,37,Cobb 500,Finisher,Early Rainy,Mild Stress,577,31.2,83.5,133.7,307.12,2398.65,2325.64,1.2,None,1
13,Pen_F,38,Cobb 500,Finisher,Early Rainy,Mild Stress,577,34.1,74.6,122.15,317.55,2520.8,2325.64,1.2,None,0
13,Pen_F,39,Cobb 500,Finisher,Early Rainy,Healthy,577,32.0,89.6,147.31,351.73,2668.11,2515.72,1.2,Very high humidity,0
13,Pen_F,40,Cobb 500,Finisher,Early Rainy,Healthy,577,31.8,79.2,146.55,359.19,2814.67,2515.72,1.2,None,0
13,Pen_F,41,Cobb 500,Finisher,Early Rainy,Recovering,577,32.8,88.7,110.13,272.11,2924.8,2515.72,1.214,Very high humidity,1
13,Pen_F,42,Cobb 500,Finisher,Early Rainy,Healthy,577,40.8,77.2,117.07,350.4,3041.87,2614.74,1.2,Heat stress,0
14,Pen_G,1,Marshall,Starter,Dry/Harmattan,Post-Vaccination,916,27.3,56.6,11.27,28.37,11.27,272.71,1.2,None,0
14,Pen_G,2,Marshall,Starter,Dry/Harmattan,Post-Vaccination,916,28.2,55.8,16.56,38.45,27.83,327.84,1.2,None,0
14,Pen_G,3,Marshall,Starter,Dry/Harmattan,Mild Stress,916,34.8,84.3,10.14,23.81,37.97,343.58,1.2,Poor ventilation,0
14,Pen_G,4,Marshall,Starter,Dry/Harmattan,Recovering,916,30.8,50.4,11.45,31.39,49.42,369.3,1.2,None,0
14,Pen_G,5,Marshall,Starter,Dry/Harmattan,Recovering,916,28.6,53.4,8.03,20.4,57.45,369.3,1.2,High deaths,0
14,Pen_G,6,Marshall,Starter,Dry/Harmattan,Healthy,916,27.2,56.3,14.56,38.04,72.02,487.86,1.2,None,0
14,Pen_G,7,Marshall,Starter,Dry/Harmattan,Mild Stress,916,29.4,58.3,14.33,32.66,86.35,520.36,1.2,None,0
14,Pen_G,8,Marshall,Starter,Dry/Harmattan,Recovering,916,41.6,50.6,19.43,60.04,105.78,520.36,1.2,Heat stress,0
14,Pen_G,9,Marshall,Starter,Dry/Harmattan,Healthy,916,28.6,48.5,31.85,71.35,137.63,609.05,1.2,None,0
14,Pen_G,10,Marshall,Starter,Dry/Harmattan,Recovering,916,27.0,59.0,24.68,48.29,162.3,609.05,1.2,None,0
14,Pen_G,11,Marshall,Starter,Dry/Harmattan,Post-Vaccination,916,29.6,48.7,26.56,66.2,188.86,656.65,1.2,None,0
14,Pen_G,12,Marshall,Starter,Dry/Harmattan,Mild Stress,916,28.4,52.4,31.68,64.5,220.54,721.74,1.2,None,0
14,Pen_G,13,Marshall,Starter,Dry/Harmattan,Healthy,916,27.7,53.0,35.1,79.11,255.65,850.49,1.2,None,0
14,Pen_G,14,Marshall,Starter,Dry/Harmattan,Healthy,916,28.0,46.1,30.62,68.53,286.27,940.72,1.2,None,0
14,Pen_G,15,Marshall,Grower,Dry/Harmattan,Healthy,916,28.1,50.2,63.26,147.11,349.53,947.71,1.2,None,0
14,Pen_G,16,Marshall,Grower,Dry/Harmattan,Mild Stress,916,33.8,87.4,53.45,134.85,402.98,947.71,1.2,Poor ventilation,0
14,Pen_G,17,Marshall,Grower,Dry/Harmattan,Healthy,916,27.9,60.3,61.43,131.72,464.41,1101.62,1.2,None,0
14,Pen_G,18,Marshall,Grower,Dry/Harmattan,Healthy,916,37.0,54.0,48.77,129.24,513.17,1202.28,1.2,Heat stress,0
14,Pen_G,19,Marshall,Grower,Dry/Harmattan,Recovering,916,31.8,51.4,47.62,119.58,560.79,1202.28,1.2,None,0
14,Pen_G,20,Marshall,Grower,Dry/Harmattan,Post-Vaccination,916,27.8,53.2,38.01,72.31,598.8,1208.54,1.2,Vaccination stress,0
14,Pen_G,21,Marshall,Grower,Dry/Harmattan,Healthy,916,28.8,97.1,58.0,121.63,656.8,1412.6,1.2,Very high humidity,1
14,Pen_G,22,Marshall,Grower,Dry/Harmattan,Recovering,916,31.3,50.0,34.41,76.16,691.21,1412.6,1.2,High deaths,0
14,Pen_G,23,Marshall,Grower,Dry/Harmattan,Post-Vaccination,916,28.8,56.7,59.06,130.71,750.28,1412.6,1.2,Vaccination stress,0
14,Pen_G,24,Marshall,Grower,Dry/Harmattan,Healthy,916,28.2,58.9,92.46,195.11,842.74,1582.19,1.2,None,0
14,Pen_G,25,Marshall,Grower,Dry/Harmattan,Healthy,916,40.5,58.2,70.27,211.18,913.01,1593.6,1.2,Heat stress,0
14,Pen_G,26,Marshall,Grower,Dry/Harmattan,Mild Stress,916,27.6,54.9,82.02,177.86,995.03,1615.11,1.2,None,0
14,Pen_G,27,Marshall,Grower,Dry/Harmattan,Recovering,916,38.0,85.4,26.76,72.59,1021.79,1615.11,1.575,Mouldy feed,1
14,Pen_G,28,Marshall,Grower,Dry/Harmattan,Mild Stress,916,29.1,56.0,80.07,174.13,1101.86,1744.67,1.2,None,0
14,Pen_G,29,Marshall,Finisher,Dry/Harmattan,Healthy,916,28.9,45.1,114.99,260.48,1216.85,1899.09,1.2,None,0
14,Pen_G,30,Marshall,Finisher,Dry/Harmattan,Healthy,916,29.8,52.4,112.68,265.54,1329.53,1977.51,1.2,None,0
14,Pen_G,31,Marshall,Finisher,Dry/Harmattan,Healthy,916,29.3,54.1,111.41,252.58,1440.94,2012.68,1.2,None,0
14,Pen_G,32,Marshall,Finisher,Dry/Harmattan,Healthy,916,30.1,60.9,112.85,267.7,1553.79,2077.88,1.2,None,0
14,Pen_G,33,Marshall,Finisher,Dry/Harmattan,Healthy,916,28.8,52.6,112.41,256.68,1666.2,2077.88,1.2,None,0
14,Pen_G,34,Marshall,Finisher,Dry/Harmattan,Mild Stress,916,34.7,92.2,86.41,228.61,1752.61,2077.88,1.2,Dirty/wet litter,1
14,Pen_G,35,Marshall,Finisher,Dry/Harmattan,Mild Stress,916,31.2,51.6,66.25,157.23,1818.86,2077.88,1.857,Low appetite,0
14,Pen_G,36,Marshall,Finisher,Dry/Harmattan,Healthy,916,26.5,61.7,140.11,275.53,1958.97,2357.39,1.2,None,0
14,Pen_G,37,Marshall,Finisher,Dry/Harmattan,Mild Stress,916,27.5,55.6,122.07,262.81,2081.05,2357.39,1.2,None,0
14,Pen_G,38,Marshall,Finisher,Dry/Harmattan,Recovering,916,38.1,87.9,38.12,106.49,2119.16,2357.39,1.879,Mouldy feed,1
14,Pen_G,39,Marshall,Finisher,Dry/Harmattan,Healthy,916,30.1,52.9,133.97,309.26,2253.13,2388.69,1.2,None,0
14,Pen_G,40,Marshall,Finisher,Dry/Harmattan,Post-Vaccination,916,30.6,56.5,95.63,218.22,2348.75,2388.69,1.2,Vaccination stress,1
14,Pen_G,41,Marshall,Finisher,Dry/Harmattan,Recovering,916,37.5,93.4,41.79,123.66,2390.55,2388.69,1.742,Mouldy feed,1
14,Pen_G,42,Marshall,Finisher,Dry/Harmattan,Healthy,916,28.7,43.0,138.02,306.58,2528.57,2412.66,1.2,None,0
15,Pen_H,1,Cobb 500,Starter,Dry/Harmattan,Healthy,359,35.0,55.7,13.32,35.91,13.32,333.1,1.2,None,0
15,Pen_H,2,Cobb 500,Starter,Dry/Harmattan,Post-Vaccination,359,32.7,58.4,11.28,36.65,24.59,333.1,1.2,None,0
15,Pen_H,3,Cobb 500,Starter,Dry/Harmattan,Mild Stress,359,36.0,54.6,8.99,20.0,33.58,373.32,1.2,None,1
15,Pen_H,4,Cobb 500,Starter,Dry/Harmattan,Post-Vaccination,359,31.9,52.5,10.35,26.71,43.93,383.4,1.2,Vaccination stress,1
15,Pen_H,5,Cobb 500,Starter,Dry/Harmattan,Healthy,359,35.1,57.5,10.52,31.23,54.45,461.12,1.2,None,0
15,Pen_H,6,Cobb 500,Starter,Dry/Harmattan,Post-Vaccination,359,35.7,49.2,5.86,20.0,60.31,461.12,1.2,Vaccination stress,0
15,Pen_H,7,Cobb 500,Starter,Dry/Harmattan,Healthy,359,38.7,58.9,12.12,30.01,72.43,548.44,1.2,None,0
15,Pen_H,8,Cobb 500,Starter,Dry/Harmattan,Recovering,359,33.9,63.0,17.13,40.22,89.56,548.44,1.2,High deaths,1
15,Pen_H,9,Cobb 500,Starter,Dry/Harmattan,Mild Stress,359,34.1,50.5,18.77,47.8,108.34,548.44,2.181,Very poor weight gain,0
15,Pen_H,10,Cobb 500,Starter,Dry/Harmattan,Healthy,359,36.5,53.4,33.33,99.91,141.66,670.87,1.2,None,0
15,Pen_H,11,Cobb 500,Starter,Dry/Harmattan,Healthy,359,34.0,60.3,34.7,88.74,176.37,728.21,1.2,None,0
15,Pen_H,12,Cobb 500,Starter,Dry/Harmattan,Healthy,359,34.8,54.0,26.83,70.28,203.2,797.95,1.2,None,0
15,Pen_H,13,Cobb 500,Starter,Dry/Harmattan,Healthy,359,34.2,52.0,28.7,67.9,231.89,936.62,1.2,None,0
15,Pen_H,14,Cobb 500,Starter,Dry/Harmattan,Healthy,359,38.2,56.0,27.91,75.26,259.8,974.26,1.2,None,0
15,Pen_H,15,Cobb 500,Grower,Dry/Harmattan,Mild Stress,359,35.7,61.1,51.57,134.83,311.37,974.26,1.2,None,0
15,Pen_H,16,Cobb 500,Grower,Dry/Harmattan,Healthy,359,36.3,58.1,56.2,155.47,367.57,1083.57,1.2,None,0
15,Pen_H,17,Cobb 500,Grower,Dry/Harmattan,Post-Vaccination,359,35.2,52.3,48.35,126.9,415.91,1083.57,1.2,None,0
15,Pen_H,18,Cobb 500,Grower,Dry/Harmattan,Mild Stress,359,35.8,55.5,49.2,124.82,465.11,1185.6,1.2,None,1
15,Pen_H,19,Cobb 500,Grower,Dry/Harmattan,Healthy,359,36.8,57.2,56.62,154.48,521.73,1305.76,1.2,None,0
15,Pen_H,20,Cobb 500,Grower,Dry/Harmattan,Mild Stress,359,39.8,54.6,45.05,120.72,566.77,1305.76,1.2,Heat stress,0
15,Pen_H,21,Cobb 500,Grower,Dry/Harmattan,Recovering,359,37.3,95.3,21.81,64.69,588.59,1305.76,1.689,Mouldy feed,1
15,Pen_H,22,Cobb 500,Grower,Dry/Harmattan,Healthy,359,32.5,54.2,96.36,231.19,684.95,1537.75,1.2,None,0
15,Pen_H,23,Cobb 500,Grower,Dry/Harmattan,Mild Stress,359,34.2,59.7,71.78,181.27,756.72,1537.75,1.2,None,1
15,Pen_H,24,Cobb 500,Grower,Dry/Harmattan,Healthy,359,34.8,55.0,84.16,215.95,840.88,1682.61,1.2,None,0
15,Pen_H,25,Cobb 500,Grower,Dry/Harmattan,Recovering,359,33.3,53.8,72.17,194.05,913.05,1682.61,1.2,None,0
15,Pen_H,26,Cobb 500,Grower,Dry/Harmattan,Healthy,359,36.9,49.2,84.21,234.74,997.26,1741.39,1.2,None,0
15,Pen_H,27,Cobb 500,Grower,Dry/Harmattan,Healthy,359,37.1,52.6,73.02,201.72,1070.29,1899.45,1.2,None,0
